FastReview OF RUN ./data/case1/case1.data -- 353 time step  -- 1336 (+128) NR step : 9177 (+1257) LS step
        TIME   dt/NRiter      LSiter      dPBmax      dPWmax       dTmax       eVmax       dSmax       dNmax         CFL
           -   3.000e+00   2.000e+00   2.411e-02   0.000e+00   0.000e+00   1.908e-06   5.251e-06   4.216e-02   0.000e+00
           -   4.000e+00   3.000e+00   5.586e-03   3.652e-03   0.000e+00   1.935e-12   1.300e-06   4.270e-07   0.000e+00
       0.329   1.190e-01   1.400e+01   1.789e+02   0.000e+00   0.000e+00   1.935e-12   7.058e-02   9.010e-02   0.000e+00
           -   1.000e+00   4.000e+00   2.038e+02   0.000e+00   0.000e+00   7.530e-03   3.719e-02   7.501e-02   0.000e+00
           -   2.000e+00   4.000e+00   9.865e+01   4.910e+01   0.000e+00   1.084e-15   5.286e-02   4.591e-02   0.000e+00
           -   3.000e+00   4.000e+00   2.299e-05   0.000e+00   0.000e+00   4.649e-04   4.337e-02   7.591e-02   0.000e+00
           -   4.000e+00   5.000e+00   6.627e+00   4.323e-01   0.000e+00   2.057e-05   1.835e-02   1.371e-02   0.000e+00
           -   5.000e+00   4.000e+00   1.455e+00   6.013e-01   0.000e+00   1.042e-07   7.948e-04   9.802e-05   0.000e+00
       0.528   1.990e-01   2.100e+01   1.732e+02   0.000e+00   0.000e+00   1.042e-07   8.982e-02   1.159e-01   0.000e+00
           -   1.000e+00   5.000e+00   2.650e+02   2.745e+01   0.000e+00   7.551e-03   4.285e-02   7.539e-02   0.000e+00
           -   2.000e+00   5.000e+00   5.254e+00   0.000e+00   0.000e+00   1.339e-05   8.044e-02   1.170e-01   0.000e+00
           -   3.000e+00   4.000e+00   5.310e+00   2.578e+00   0.000e+00   2.524e-05   2.789e-02   3.842e-02   0.000e+00
           -   4.000e+00   3.000e+00   1.030e-03   2.326e-04   0.000e+00   1.769e-06   3.066e-03   8.162e-03   0.000e+00
       0.827   2.990e-01   1.700e+01   1.726e+02   0.000e+00   0.000e+00   1.769e-06   9.458e-02   1.205e-01   0.000e+00
           -   1.000e+00   4.000e+00   7.960e+01   0.000e+00   0.000e+00   2.907e-03   4.082e-02   4.209e-02   0.000e+00
           -   2.000e+00   4.000e+00   4.208e+00   2.378e+00   0.000e+00   2.225e-05   1.251e-02   3.089e-02   0.000e+00
           -   3.000e+00   4.000e+00   4.670e-01   1.755e-03   0.000e+00   4.008e-07   4.373e-04   2.397e-03   0.000e+00
       1.000   1.730e-01   1.200e+01   7.554e+01   0.000e+00   0.000e+00   4.008e-07   5.212e-02   6.582e-02   0.000e+00
           -   1.000e+00   5.000e+00   1.404e+02   0.000e+00   0.000e+00   4.338e-03   9.358e-05   6.147e-02   0.000e+00
           -   2.000e+00   4.000e+00   4.273e+00   2.723e+00   0.000e+00   2.556e-05   3.664e-02   1.413e-01   0.000e+00
           -   3.000e+00   3.000e+00   1.130e+00   4.372e-01   0.000e+00   4.399e-09   5.210e-02   3.906e-02   0.000e+00
           -   4.000e+00   3.000e+00   8.235e-01   3.439e-01   0.000e+00   6.013e-07   1.862e-02   1.870e-05   0.000e+00
           -   5.000e+00   3.000e+00   1.943e-01   5.167e-02   0.000e+00   7.154e-08   3.309e-03   2.946e-05   0.000e+00
       1.346   3.460e-01   1.800e+01   1.179e+02   0.000e+00   0.000e+00   7.154e-08   8.047e-02   1.031e-01   0.000e+00
           -   1.000e+00   5.000e+00   1.651e+02   0.000e+00   0.000e+00   4.456e-03   8.065e-05   7.515e-02   0.000e+00
           -   2.000e+00   6.000e+00   4.364e+00   0.000e+00   0.000e+00   4.077e-05   4.116e-02   4.807e-02   0.000e+00
           -   3.000e+00   4.000e+00   1.187e-03   0.000e+00   0.000e+00   1.365e-04   4.680e-02   7.370e-02   0.000e+00
           -   4.000e+00   6.000e+00   1.396e+00   3.707e-01   0.000e+00   2.142e-06   2.216e-04   1.158e-04   0.000e+00
           -   5.000e+00   6.000e+00   2.130e+00   7.313e-01   0.000e+00   1.508e-05   6.012e-03   4.160e-05   0.000e+00
           -   6.000e+00   5.000e+00   2.999e-01   2.224e-02   0.000e+00   6.005e-08   1.827e-04   3.941e-04   0.000e+00
       1.866   5.200e-01   3.200e+01   1.268e+02   0.000e+00   0.000e+00   6.005e-08   8.645e-02   1.105e-01   0.000e+00
           -   1.000e+00   7.000e+00   1.811e+02   2.858e+01   0.000e+00   5.269e-03   8.259e-05   7.617e-02   0.000e+00
           -   2.000e+00   5.000e+00   6.429e+00   2.315e+00   0.000e+00   1.331e-04   9.624e-02   1.639e-01   0.000e+00
           -   3.000e+00   4.000e+00   2.742e-04   0.000e+00   0.000e+00   6.704e-06   5.081e-02   5.268e-02   0.000e+00
           -   4.000e+00   4.000e+00   1.045e+00   2.239e-01   0.000e+00   1.633e-05   1.152e-03   1.170e-03   0.000e+00
           -   5.000e+00   4.000e+00   3.041e-01   1.348e-01   0.000e+00   1.132e-07   3.349e-03   9.545e-04   0.000e+00
       2.645   7.790e-01   2.400e+01   1.338e+02   0.000e+00   0.000e+00   1.132e-07   9.615e-02   1.174e-01   0.000e+00
           -   1.000e+00   7.000e+00   1.723e+02   3.058e+01   0.000e+00   5.057e-03   8.638e-03   7.697e-02   0.000e+00
           -   2.000e+00   6.000e+00   9.388e+00   8.164e+00   0.000e+00   5.024e-06   4.159e-02   9.677e-02   0.000e+00
           -   3.000e+00   4.000e+00   7.497e-02   1.250e-02   0.000e+00   8.176e-06   2.396e-02   1.044e-01   0.000e+00
           -   4.000e+00   3.000e+00   1.161e-02   0.000e+00   0.000e+00   2.577e-06   3.463e-07   2.232e-02   0.000e+00
           -   5.000e+00   4.000e+00   1.456e-01   5.262e-02   0.000e+00   4.162e-10   2.251e-03   9.108e-05   0.000e+00
       3.814   1.169e+00   2.400e+01   1.404e+02   0.000e+00   0.000e+00   4.162e-10   1.165e-01   1.176e-01   0.000e+00
           -   1.000e+00   3.000e+00   1.784e+01   0.000e+00   0.000e+00   1.341e-04   1.949e-02   1.305e-02   0.000e+00
           -   2.000e+00   3.000e+00   3.040e-01   2.626e-01   0.000e+00   8.384e-09   1.180e-03   7.227e-04   0.000e+00
       4.000   1.860e-01   6.000e+00   1.785e+01   0.000e+00   0.000e+00   8.384e-09   1.883e-02   1.409e-02   0.000e+00
           -   1.000e+00   4.000e+00   3.720e+01   0.000e+00   0.000e+00   1.255e-03   4.229e-02   2.837e-02   0.000e+00
           -   2.000e+00   3.000e+00   2.425e+00   1.823e+00   0.000e+00   1.514e-06   6.472e-03   6.354e-03   0.000e+00
       4.371   3.710e-01   7.000e+00   3.493e+01   0.000e+00   0.000e+00   1.514e-06   3.664e-02   3.763e-02   0.000e+00
           -   1.000e+00   5.000e+00   6.862e+01   0.000e+00   0.000e+00   7.167e-05   5.129e-02   5.596e-02   0.000e+00
           -   2.000e+00   3.000e+00   8.758e-01   0.000e+00   0.000e+00   1.195e-07   1.738e-02   2.963e-02   0.000e+00
           -   3.000e+00   3.000e+00   3.570e-04   9.293e-02   0.000e+00   6.444e-07   2.523e-03   9.935e-03   0.000e+00
       5.114   7.430e-01   1.100e+01   6.568e+01   0.000e+00   0.000e+00   6.444e-07   6.983e-02   6.193e-02   0.000e+00
           -   1.000e+00   6.000e+00   1.354e+02   1.371e+01   0.000e+00   2.306e-03   9.161e-05   6.762e-02   0.000e+00
           -   2.000e+00   4.000e+00   4.103e+00   2.940e+00   0.000e+00   4.978e-05   3.510e-02   1.079e-01   0.000e+00
           -   3.000e+00   3.000e+00  -2.848e-03   0.000e+00   0.000e+00   9.334e-06   3.058e-02   8.167e-02   0.000e+00
           -   4.000e+00   3.000e+00   6.567e-02   6.559e-03   0.000e+00   5.363e-07   6.010e-04   2.767e-03   0.000e+00
       6.600   1.486e+00   1.600e+01   1.030e+02   0.000e+00   0.000e+00   5.363e-07   1.198e-01   9.516e-02   0.000e+00
           -   1.000e+00   6.000e+00   1.504e+02   1.152e+01   0.000e+00   4.779e-03   1.062e-04   7.679e-02   0.000e+00
           -   2.000e+00   6.000e+00   1.950e+01   1.391e+00   0.000e+00   2.615e-05   3.959e-02   1.378e-01   0.000e+00
           -   3.000e+00   4.000e+00  -4.510e-03   0.000e+00   0.000e+00   6.483e-05   7.907e-02   1.417e-01   0.000e+00
           -   4.000e+00   4.000e+00   1.493e-02   2.996e-02   0.000e+00   6.064e-05   5.664e-03   4.056e-02   0.000e+00
           -   5.000e+00   3.000e+00   6.895e-04   0.000e+00   0.000e+00   8.585e-09   5.078e-07   1.248e-02   0.000e+00
       9.081   2.481e+00   2.300e+01   1.258e+02   0.000e+00   0.000e+00   8.585e-09   1.513e-01   1.059e-01   0.000e+00
           -   1.000e+00   7.000e+00   1.227e+02   0.000e+00   0.000e+00   4.142e-03   8.662e-05   7.098e-02   0.000e+00
           -   2.000e+00   7.000e+00   1.618e+01   4.955e-01   0.000e+00   2.281e-05   3.156e-02   4.492e-02   0.000e+00
           -   3.000e+00   4.000e+00   8.704e-02   2.661e-01   0.000e+00   7.507e-06   6.699e-02   1.370e-01   0.000e+00
           -   4.000e+00   4.000e+00   2.067e-02   1.424e-02   0.000e+00   4.542e-06   2.272e-02   3.247e-02   0.000e+00
           -   5.000e+00   3.000e+00  -2.464e-04   0.000e+00   0.000e+00   3.975e-11   1.409e-03   4.803e-03   0.000e+00
           -   6.000e+00   2.000e+00   3.845e-02   0.000e+00   0.000e+00   7.755e-11   9.034e-05   6.832e-05   0.000e+00
      12.081   3.000e+00   2.700e+01   1.115e+02   0.000e+00   0.000e+00   7.755e-11   1.475e-01   9.532e-02   0.000e+00
           -   1.000e+00   4.000e+00   2.829e+01   0.000e+00   0.000e+00   1.026e-03   5.533e-02   3.616e-02   0.000e+00
           -   2.000e+00   3.000e+00   1.869e+00   2.578e+00   0.000e+00   3.117e-06   1.297e-02   4.435e-03   0.000e+00
           -   3.000e+00   3.000e+00   2.504e-01   2.437e-01   0.000e+00   7.447e-09   5.312e-03   3.494e-03   0.000e+00
      13.000   9.190e-01   1.000e+01   2.825e+01   0.000e+00   0.000e+00   7.447e-09   4.684e-02   2.323e-02   0.000e+00
           -   1.000e+00   6.000e+00   5.839e+01   0.000e+00   0.000e+00   1.866e-03   5.445e-02   6.659e-02   0.000e+00
           -   2.000e+00   4.000e+00   1.721e+00   2.137e+00   0.000e+00   5.140e-06   3.423e-02   4.836e-02   0.000e+00
           -   3.000e+00   3.000e+00  -1.010e-03   0.000e+00   0.000e+00   4.805e-07   1.360e-06   2.910e-02   0.000e+00
           -   4.000e+00   3.000e+00   1.454e-04   5.653e-03   0.000e+00   3.112e-08   1.130e-07   2.766e-03   0.000e+00
      14.838   1.838e+00   1.600e+01   5.409e+01   0.000e+00   0.000e+00   3.112e-08   9.352e-02   5.074e-02   0.000e+00
           -   1.000e+00   6.000e+00   8.483e+01   0.000e+00   0.000e+00   2.635e-03   5.061e-02   6.343e-02   0.000e+00
           -   2.000e+00   5.000e+00   8.413e+00   4.983e+00   0.000e+00   1.932e-05   4.779e-02   1.384e-01   0.000e+00
           -   3.000e+00   4.000e+00  -8.357e-03   0.000e+00   0.000e+00   1.390e-04   5.789e-02   1.275e-01   0.000e+00
           -   4.000e+00   4.000e+00   6.212e-02   1.154e-01   0.000e+00   9.239e-05   2.602e-02   2.753e-02   0.000e+00
           -   5.000e+00   4.000e+00   5.664e-04   0.000e+00   0.000e+00   2.241e-11   2.349e-06   2.786e-03   0.000e+00
      17.838   3.000e+00   2.300e+01   7.524e+01   0.000e+00   0.000e+00   2.241e-11   1.482e-01   6.867e-02   0.000e+00
           -   1.000e+00   7.000e+00   6.974e+01   0.000e+00   0.000e+00   2.094e-03   5.340e-02   6.772e-02   0.000e+00
           -   2.000e+00   5.000e+00   2.792e+00   0.000e+00   0.000e+00   2.357e-05   3.853e-02   9.778e-02   0.000e+00
           -   3.000e+00   4.000e+00  -5.549e-03   0.000e+00   0.000e+00   1.530e-05   3.481e-02   7.324e-02   0.000e+00
           -   4.000e+00   4.000e+00   3.050e-02   5.511e-02   0.000e+00   2.533e-05   1.043e-02   6.842e-03   0.000e+00
           -   5.000e+00   3.000e+00   2.655e-02   0.000e+00   0.000e+00   6.948e-10   2.894e-03   1.680e-05   0.000e+00
      20.838   3.000e+00   2.300e+01   6.234e+01   0.000e+00   0.000e+00   6.948e-10   1.305e-01   6.175e-02   0.000e+00
           -   1.000e+00   7.000e+00   5.899e+01   0.000e+00   0.000e+00   1.722e-03   4.653e-02   6.729e-02   0.000e+00
           -   2.000e+00   5.000e+00   2.971e+00   0.000e+00   0.000e+00   4.808e-06   3.519e-02   9.011e-02   0.000e+00
           -   3.000e+00   4.000e+00  -5.827e-03   0.000e+00   0.000e+00   5.492e-06   2.999e-02   6.715e-02   0.000e+00
           -   4.000e+00   4.000e+00   3.449e-02   6.488e-02   0.000e+00   6.917e-06   1.623e-02   1.066e-02   0.000e+00
           -   5.000e+00   3.000e+00   4.820e-03   0.000e+00   0.000e+00   8.253e-10   4.105e-05   2.643e-05   0.000e+00
      23.838   3.000e+00   2.300e+01   5.355e+01   0.000e+00   0.000e+00   8.253e-10   1.243e-01   8.438e-02   0.000e+00
           -   1.000e+00   6.000e+00   4.965e+01   0.000e+00   0.000e+00   1.455e-03   4.455e-02   6.703e-02   0.000e+00
           -   2.000e+00   5.000e+00   6.664e+00   2.869e+00   0.000e+00   4.510e-05   3.059e-02   5.380e-02   0.000e+00
           -   3.000e+00   4.000e+00  -8.406e-03   0.000e+00   0.000e+00   8.277e-06   2.916e-02   6.697e-02   0.000e+00
           -   4.000e+00   4.000e+00   1.191e-01   5.192e-02   0.000e+00   3.297e-05   1.067e-02   8.171e-03   0.000e+00
           -   5.000e+00   4.000e+00   4.054e-02   0.000e+00   0.000e+00   1.572e-07   2.279e-03   1.508e-03   0.000e+00
      26.838   3.000e+00   2.300e+01   4.702e+01   0.000e+00   0.000e+00   1.572e-07   1.235e-01   4.865e-02   0.000e+00
           -   1.000e+00   7.000e+00   4.412e+01   0.000e+00   0.000e+00   1.201e-03   4.057e-02   6.666e-02   0.000e+00
           -   2.000e+00   5.000e+00   5.156e+00   1.932e-01   0.000e+00   7.963e-06   5.251e-02   6.554e-02   0.000e+00
           -   3.000e+00   4.000e+00  -4.584e-03   0.000e+00   0.000e+00   5.815e-06   7.707e-03   5.833e-02   0.000e+00
           -   4.000e+00   4.000e+00   1.078e-02   2.324e-02   0.000e+00   2.616e-05   1.173e-02   1.474e-02   0.000e+00
           -   5.000e+00   5.000e+00   4.010e-04   0.000e+00   0.000e+00   3.323e-08   1.081e-03   7.118e-04   0.000e+00
      29.838   3.000e+00   2.500e+01   4.132e+01   0.000e+00   0.000e+00   3.323e-08   1.216e-01   4.441e-02   0.000e+00
           -   1.000e+00   7.000e+00   3.907e+01   0.000e+00   0.000e+00   9.700e-04   3.965e-02   6.660e-02   0.000e+00
           -   2.000e+00   5.000e+00   5.057e+00   0.000e+00   0.000e+00   9.690e-06   4.580e-02   7.250e-02   0.000e+00
           -   3.000e+00   4.000e+00  -4.546e-03   0.000e+00   0.000e+00   1.853e-06   3.214e-03   5.115e-02   0.000e+00
           -   4.000e+00   4.000e+00   1.484e-01   2.108e-02   0.000e+00   2.978e-05   1.475e-02   9.802e-03   0.000e+00
           -   5.000e+00   4.000e+00   7.616e-02   3.216e-03   0.000e+00   1.748e-06   4.676e-03   5.136e-04   0.000e+00
      32.838   3.000e+00   2.400e+01   3.698e+01   0.000e+00   0.000e+00   1.748e-06   1.182e-01   4.435e-02   0.000e+00
           -   1.000e+00   7.000e+00   3.521e+01   0.000e+00   0.000e+00   7.852e-04   4.896e-02   6.642e-02   0.000e+00
           -   2.000e+00   5.000e+00   2.918e+00   0.000e+00   0.000e+00   7.472e-06   5.260e-02   7.419e-02   0.000e+00
           -   3.000e+00   4.000e+00  -4.153e-03   0.000e+00   0.000e+00   1.832e-05   3.205e-02   4.185e-02   0.000e+00
           -   4.000e+00   4.000e+00   1.408e-01   1.913e-02   0.000e+00   9.917e-05   1.832e-02   1.193e-02   0.000e+00
           -   5.000e+00   4.000e+00   7.548e-02   0.000e+00   0.000e+00   2.746e-06   5.292e-03   1.457e-04   0.000e+00
      35.838   3.000e+00   2.400e+01   3.325e+01   0.000e+00   0.000e+00   2.746e-06   1.163e-01   3.926e-02   0.000e+00
           -   1.000e+00   7.000e+00   3.367e+01   0.000e+00   0.000e+00   6.039e-04   6.843e-02   6.549e-02   0.000e+00
           -   2.000e+00   5.000e+00   3.277e-01   0.000e+00   0.000e+00   2.701e-06   4.139e-02   7.171e-02   0.000e+00
           -   3.000e+00   4.000e+00  -2.966e-03   0.000e+00   0.000e+00   2.243e-05   1.755e-02   3.526e-02   0.000e+00
           -   4.000e+00   4.000e+00   9.412e-02   1.183e-02   0.000e+00   6.987e-05   1.875e-02   1.220e-02   0.000e+00
           -   5.000e+00   3.000e+00   9.845e-02   6.285e-03   0.000e+00   3.326e-06   5.834e-03   1.820e-05   0.000e+00
      38.838   3.000e+00   2.300e+01   3.015e+01   0.000e+00   0.000e+00   3.326e-06   1.150e-01   7.450e-02   0.000e+00
           -   1.000e+00   6.000e+00   2.881e+01   0.000e+00   0.000e+00   4.915e-04   4.548e-02   6.541e-02   0.000e+00
           -   2.000e+00   4.000e+00   4.383e+00   1.229e+00   0.000e+00   1.952e-06   3.774e-02   5.476e-02   0.000e+00
           -   3.000e+00   4.000e+00  -4.053e-03   0.000e+00   0.000e+00   1.687e-04   1.587e-02   4.699e-02   0.000e+00
           -   4.000e+00   5.000e+00   7.071e-02   1.472e-02   0.000e+00   8.274e-05   9.264e-03   6.021e-03   0.000e+00
      41.838   3.000e+00   1.900e+01   2.754e+01   0.000e+00   0.000e+00   8.274e-05   1.140e-01   7.633e-02   0.000e+00
           -   1.000e+00   3.000e+00   1.297e+00   0.000e+00   0.000e+00   2.353e-05   6.232e-03   3.937e-03   0.000e+00
      42.000   1.620e-01   3.000e+00   1.297e+00   0.000e+00   0.000e+00   2.353e-05   6.232e-03   4.220e-03   0.000e+00
           -   1.000e+00   4.000e+00   3.079e+00   0.000e+00   0.000e+00   3.756e-05   1.294e-02   8.199e-03   0.000e+00
           -   2.000e+00   4.000e+00   7.459e-02   1.638e-02   0.000e+00   5.926e-06   9.643e-04   1.284e-03   0.000e+00
      42.325   3.250e-01   8.000e+00   3.108e+00   0.000e+00   0.000e+00   5.926e-06   1.293e-02   8.917e-03   0.000e+00
           -   1.000e+00   5.000e+00   5.760e+00   0.000e+00   0.000e+00   9.402e-05   2.708e-02   1.751e-02   0.000e+00
           -   2.000e+00   4.000e+00   3.143e-02   7.017e-02   0.000e+00   9.057e-07   3.505e-03   2.455e-03   0.000e+00
      42.974   6.490e-01   9.000e+00   5.629e+00   0.000e+00   0.000e+00   9.057e-07   2.645e-02   1.908e-02   0.000e+00
           -   1.000e+00   6.000e+00   1.149e+01   0.000e+00   0.000e+00   1.466e-04   5.803e-02   4.029e-02   0.000e+00
           -   2.000e+00   4.000e+00   3.068e-01   5.615e-02   0.000e+00   4.937e-03   1.468e-02   1.206e-02   0.000e+00
           -   3.000e+00   4.000e+00   2.015e-01   4.398e-03   0.000e+00   7.973e-03   4.929e-03   3.789e-03   0.000e+00
      44.273   1.299e+00   1.400e+01   1.142e+01   0.000e+00   0.000e+00   7.973e-03   5.575e-02   4.211e-02   0.000e+00
           -   1.000e+00   6.000e+00   2.538e+01   0.000e+00   0.000e+00   2.417e-04   7.029e-02   6.520e-02   0.000e+00
           -   2.000e+00   4.000e+00   3.781e-01   4.574e-01   0.000e+00   3.006e-06   3.219e-02   8.571e-02   0.000e+00
           -   3.000e+00   4.000e+00  -2.746e-03   0.000e+00   0.000e+00   9.751e-03   2.870e-02   5.337e-02   0.000e+00
           -   4.000e+00   4.000e+00   6.852e-02   8.377e-03   0.000e+00   1.660e-05   1.557e-02   1.009e-02   0.000e+00
      46.871   2.598e+00   1.800e+01   2.157e+01   0.000e+00   0.000e+00   1.660e-05   1.116e-01   7.874e-02   0.000e+00
           -   1.000e+00   7.000e+00   2.499e+01   9.038e-01   0.000e+00   1.701e-04   7.076e-02   6.603e-02   0.000e+00
           -   2.000e+00   5.000e+00   3.036e+00   0.000e+00   0.000e+00   3.389e-05   5.585e-02   8.176e-02   0.000e+00
           -   3.000e+00   4.000e+00  -4.596e-03   1.886e-03   0.000e+00   1.387e-02   2.719e-02   4.346e-02   0.000e+00
           -   4.000e+00   5.000e+00   1.610e-01   3.183e-03   0.000e+00   9.971e-03   1.356e-02   1.498e-02   0.000e+00
           -   5.000e+00   4.000e+00   2.657e-01   9.837e-03   0.000e+00   1.046e-02   4.692e-03   3.045e-03   0.000e+00
      49.871   3.000e+00   2.500e+01   2.256e+01   6.200e-01   0.000e+00   1.046e-02   1.197e-01   8.103e-02   0.000e+00
           -   1.000e+00   3.000e+00   2.378e+00   2.827e-02   0.000e+00   4.783e-05   5.172e-03   3.256e-03   0.000e+00
           -   2.000e+00   2.000e+00   1.126e-01   3.431e-02   0.000e+00   4.486e-05   4.442e-04   3.275e-04   0.000e+00
      50.000   1.290e-01   5.000e+00   2.318e+00   2.171e-02   0.000e+00   4.486e-05   5.171e-03   3.476e-03   0.000e+00
           -   1.000e+00   4.000e+00   1.743e+00   8.772e-02   0.000e+00   4.977e-05   1.050e-02   6.622e-03   0.000e+00
           -   2.000e+00   3.000e+00   1.389e-01   9.613e-02   0.000e+00   4.741e-05   9.998e-04   2.440e-04   0.000e+00
      50.258   2.580e-01   7.000e+00   1.742e+00   8.714e-02   0.000e+00   4.741e-05   1.063e-02   6.808e-03   0.000e+00
           -   1.000e+00   4.000e+00   3.678e+00   2.580e-01   0.000e+00   5.496e-05   2.158e-02   1.362e-02   0.000e+00
           -   2.000e+00   3.000e+00   1.823e-01   1.639e-01   0.000e+00   5.340e-05   2.391e-03   2.288e-03   0.000e+00
      50.775   5.160e-01   7.000e+00   3.653e+00   2.636e-01   0.000e+00   5.340e-05   2.170e-02   1.332e-02   0.000e+00
           -   1.000e+00   5.000e+00   7.793e+00   8.260e-01   0.000e+00   6.421e-05   4.677e-02   2.970e-02   0.000e+00
           -   2.000e+00   3.000e+00   3.129e-01   3.098e-01   0.000e+00   6.306e-05   8.301e-03   1.026e-02   0.000e+00
      51.808   1.033e+00   8.000e+00   7.416e+00   8.811e-01   0.000e+00   6.306e-05   4.449e-02   2.774e-02   0.000e+00
           -   1.000e+00   6.000e+00   1.582e+01   3.008e+00   0.000e+00   1.465e-05   5.295e-02   6.492e-02   0.000e+00
           -   2.000e+00   4.000e+00   8.526e-01   8.244e-02   0.000e+00   1.080e-02   3.271e-02   4.360e-02   0.000e+00
           -   3.000e+00   3.000e+00  -2.843e-04   0.000e+00   0.000e+00   1.616e-02   8.036e-03   2.640e-02   0.000e+00
           -   4.000e+00   4.000e+00   4.929e-01   1.235e-02   0.000e+00   7.388e-05   1.352e-03   1.361e-03   0.000e+00
      53.874   2.066e+00   1.700e+01   1.467e+01   3.076e+00   0.000e+00   7.388e-05   8.888e-02   6.818e-02   0.000e+00
           -   1.000e+00   7.000e+00   2.259e+01   7.066e+00   0.000e+00   7.753e-05   7.674e-02   6.486e-02   0.000e+00
           -   2.000e+00   5.000e+00   1.424e+00   0.000e+00   0.000e+00   1.848e-06   4.585e-02   8.228e-02   0.000e+00
           -   3.000e+00   4.000e+00  -3.356e-03   4.180e-03   0.000e+00   9.645e-05   1.311e-02   4.707e-02   0.000e+00
           -   4.000e+00   4.000e+00   1.697e-03   2.455e-03   0.000e+00   9.608e-05   1.809e-02   2.280e-02   0.000e+00
           -   5.000e+00   4.000e+00   4.446e-02   0.000e+00   0.000e+00   9.606e-05   1.831e-03   5.014e-03   0.000e+00
      56.874   3.000e+00   2.400e+01   1.952e+01   6.895e+00   0.000e+00   9.606e-05   1.204e-01   9.676e-02   0.000e+00
           -   1.000e+00   7.000e+00   1.872e+01   9.170e+00   0.000e+00   2.627e-05   7.724e-02   6.468e-02   0.000e+00
           -   2.000e+00   4.000e+00   2.346e+00   0.000e+00   0.000e+00   6.919e-07   2.948e-02   6.387e-02   0.000e+00
           -   3.000e+00   5.000e+00   1.013e-02   2.523e-02   0.000e+00   3.262e-02   5.653e-03   2.945e-02   0.000e+00
           -   4.000e+00   4.000e+00  -4.824e-05   0.000e+00   0.000e+00   8.100e-03   4.069e-03   1.237e-02   0.000e+00
           -   5.000e+00   4.000e+00   1.505e-01   3.520e-03   0.000e+00   1.681e-03   2.609e-03   1.317e-03   0.000e+00
      59.874   3.000e+00   2.400e+01   1.817e+01   9.006e+00   0.000e+00   1.681e-03   1.119e-01   1.005e-01   0.000e+00
